diputadoID,nombre,distrito
541,"FERNANDEZ de KIRCHNER, Cristina",Santa Cruz
542,"FERNANDEZ GILL, Guillermo",Buenos Aires
543,"FERNANDEZ LIMIA, Adan Noé",Córdoba
544,"FERNANDEZ MEIJIDE, Graciela",Buenos Aires
545,"FERNANDEZ MEIJIDE, Graciela",Cdad.Aut.Bs.As.
546,"FERNANDEZ MENDIA, Gustavo",La Pampa
547,"FERNANDEZ SAGASTI, Anabel",Mendoza
548,"FERNANDEZ VALONI, José Luis",Cdad.Aut.Bs.As.
549,"FERNANDEZ, Adrián Agapito",Neuquén
550,"FERNANDEZ, Alberto Manuel",Neuquén
551,"FERNANDEZ, Alfredo Cesar",Mendoza
552,"FERNANDEZ, Horacio Anibal",La Pampa
553,"FERNANDEZ, Marcelo Omar",Buenos Aires
554,"FERNANDEZ, Nicolás Alejandro",Santa Cruz
555,"FERNANDEZ, Pablo Damian",La Pampa
556,"FERNANDEZ, Roberto Carlos",Buenos Aires
557,"FERNANDEZ, Roberto Enrique",Buenos Aires
558,"FERNANDEZ, Rodolfo Alfredo",Corrientes
559,"FERRA DE BARTOL, Margarita",San Juan
560,"FERRADAS, Miguel Enrique",Catamarca
561,"FERRARI de GRAND, Teresa Hortensia",Entre Ríos
562,"FERRARI, Gustavo Alfredo",Buenos Aires
563,"FERRERO, Fernanda",Cdad.Aut.Bs.As.
564,"FERREYRA, Araceli",Corrientes
565,"FERREYRA, Eduardo Mario",Entre Ríos
566,"FERREYRA, Mario Felix",Tierra del Fuego
567,"FERRI, Gustavo Enrique",Buenos Aires
568,"FERRIGNO OBARRIO, Santiago",La Pampa
569,"FERRIN, María Teresa",Jujuy
570,"FERRO, Francisco José",Buenos Aires
571,"FESCINA, Andrés Julian",Cdad.Aut.Bs.As.
572,"FIAD, Mario Raymundo",Jujuy
573,"FIGUEROA, José Oscar",Santiago del Estero
574,"FIGUEROA, Pedro Octavio",Jujuy
575,"FILOMENO, Alejandro Oscar",Buenos Aires
576,"FIOL, Paulina Esther",Santa Fe
577,"FIORE VIÑUALES, María Cristina del Valle",Salta
578,"FLORES, Héctor",Buenos Aires
579,"FLORES, Rafael Horacio",Santa Cruz
580,"FOCO, Isabel Emilia",Neuquén
581,"FOGLIA, Teresa Beatriz",Córdoba
582,"FOLLONI, Jorge Oscar",Salta
583,"FONTANETTO, Beatriz Zulema",Santa Fe
584,"FONTDEVILA, Pablo Antonio",Buenos Aires
585,"FONTELA, Moises Eduardo",Buenos Aires
586,"FORCONI, Juan Carlos",Santa Fe
587,"FORESI, Irma Amelia",Santa Fe
588,"FORNERON, Lino",Misiones
589,"FORTE, Ulises Umberto",La Pampa
590,"FORTUNA, Francisco José",Córdoba
591,"FRAGOSO, Francisco Ulises",Chaco
592,"FRANA, Silvina",Santa Fe
593,"FRANCIONI, Fabián Marcelo",Córdoba
594,"FRANCO, Hugo Alberto",Buenos Aires
595,"FRANCO, Jorge Daniel",Misiones
596,"FRANCOS, Guillermo Alberto",Cdad.Aut.Bs.As.
597,"FRIGERI, Rodolfo Anibal",Buenos Aires
598,"FRIGERIO, Octavio",Buenos Aires
599,"FUNES, Carlos Delcio",Santa Fe
600,"FUNES, Teodoro Roberto",Córdoba
601,"FURLAN, Abel",Buenos Aires
602,"GABRIELLI, Rodolfo Federíco",Mendoza
603,"GAGLIARDI, Josué",Rio Negro
604,"GAILLARD, Ana Carolina",Entre Ríos
605,"GALANTE, Pedro Jorge Roque",Entre Ríos
606,"GALANTINI, Eduardo",Corrientes
607,"GALLAND, Gustavo Carlos",Buenos Aires
608,"GALLARDO, Miriam Graciela del Valle",Tucumán
609,"GALLEGO, Raul Edgardo",Santiago del Estero
610,"GALLO, Daniel Oscar",Tierra del Fuego
611,"GALLO, Orlando Juan",Buenos Aires
612,"GALMARINI, Fernando Nicolás",Buenos Aires
613,"GALVALISI, Luis Alberto",Cdad.Aut.Bs.As.
614,"GALVAN, Raul Alfredo",La Rioja
615,"GAMBARO, Natalia",Buenos Aires
616,"GAN, Fernando",Entre Ríos
617,"GARAY, Nicolás Alfredo",Corrientes
618,"GARCIA CUEVA, Ignacio S.",Buenos Aires
619,"GARCIA de CANO, Maria Isabel",Entre Ríos
620,"GARCIA de MORENO, Eva",Chubut
621,"GARCIA de NOVELLI, María",Chubut
622,"GARCIA HAMILTON, José Ignacio",Tucumán
623,"GARCIA LARRABURU, Silvina Marcela",Rio Negro
624,"GARCIA MENDEZ, Emilio",Cdad.Aut.Bs.As.
625,"GARCIA MERIDA, Miguel Angel",Buenos Aires
626,"GARCIA MORENO, Miguel Angel",Cdad.Aut.Bs.As.
627,"GARCIA, Andrea Fabiana",Buenos Aires
628,"GARCIA, Eduardo Daniel",Córdoba
629,"GARCIA, Francisco Alberto",Mendoza
630,"GARCIA, Irma Adriana",La Pampa
631,"GARCIA, María Teresa",Buenos Aires
632,"GARCIA, Pedro Alberto",Buenos Aires
633,"GARCIA, Susana Rosa",Santa Fe
634,"GARDELLA, Patricia Susana",Buenos Aires
635,"GARGIULO, Pablo",San Juan
636,"GARIGLIO, Juan Miguel",Santa Fe
637,"GARIN de TULA, Lucia",Catamarca
638,"GARNERO, Estela Ramona",Córdoba
639,"GARRAMUÑO, Jorge Alberto",Tierra del Fuego
640,"GARRE, Nilda Celia",Cdad.Aut.Bs.As.
641,"GARRETON, Facundo",Tucumán
642,"GARRIDO ARCEO, Jorge Antonio",Buenos Aires
643,"GARRIDO, Manuel",Cdad.Aut.Bs.As.
644,"GASTAÑAGA, Graciela Ines",Buenos Aires
645,"GATTI, Héctor Angel",Buenos Aires
646,"GAUNA, Juan Octavio",Cdad.Aut.Bs.As.
647,"GAYOL, Yanina",Entre Ríos
648,"GAZIA, Rodolfo Mauricio",La Pampa
649,"GDANSKY, Carlos Enrique",Buenos Aires
650,"GEIJO, Angel Oscar",Chaco
651,"GENEM, Amanda Susana",Mendoza
652,"GEREZ, Elda Ramona",Santa Fe
653,"GERMANO, Alberto Raul",Tucumán
654,"GERMANO, Daniel",Santa Fe
655,"GERVASONI, Lautaro",Entre Ríos
656,"GIACCONE, Claudia Alejandra",Santa Fe
657,"GIACOMINO, Daniel Oscar",Córdoba
658,"GIANNETTASIO, Graciela María",Buenos Aires
659,"GIANNI, Gloria María Cristina",Córdoba
660,"GIL LAVEDRA, Ricardo Rodolfo",Cdad.Aut.Bs.As.
661,"GIL LOZANO, Claudia Fernanda",Cdad.Aut.Bs.As.
662,"GILES, Guillermo Jorge",Buenos Aires
663,"GILL, Martín Rodrigo",Córdoba
664,"GIMENEZ REBORA, José Adolfo",Cdad.Aut.Bs.As.
665,"GIMENEZ, Delfor Abel",Buenos Aires
666,"GIMENEZ, Patricia",Mendoza
667,"GIMENEZ, Ramón Francisco",Formosa
668,"GINZBURG, Nora",Cdad.Aut.Bs.As.
669,"GIOJA, José Luis",San Juan
670,"GIOJA, Juan Carlos",San Juan
671,"GIORDANO, Juan Carlos",Buenos Aires
672,"GIORGETTI, Jorge Raúl",Santa Fe
673,"GIUBERGIA, Miguel Angel",Jujuy
674,"GIUDICI, Silvana Myriam",Cdad.Aut.Bs.As.
675,"GIUSTINIANI, Rubén Hector",Santa Fe
676,"GIUSTOZZI, Darío",Buenos Aires
677,"GODOY, Juan Carlos",Entre Ríos
678,"GODOY, Norma",Buenos Aires
679,"GODOY, Ruperto Eduardo",San Juan
680,"GOICOECHEA, Gustavo Horacio",Chaco
681,"GOLLY, Eduardo Ceferino",Entre Ríos
682,"GOLPE MONTIEL, Nestor Lino",Entre Ríos
683,"GOLPE, Carlos Horacio",Misiones
684,"GOMEZ BULL, Mauricio",Santa Cruz
685,"GOMEZ CENTURION, Carlos E.",San Juan
686,"GOMEZ DIEZ, Ricardo",Salta
687,"GOMEZ, José Ernesto",Tucumán
688,"GOMEZ, Ricardo Carmelo",Buenos Aires
689,"GOMEZ, Roque Julio Cesar",Entre Ríos
690,"GONZÁLES SELIGRA, Nathalia",Buenos Aires
691,"GONZALEZ CABAÑAS, José Armando",Corrientes
692,"GONZALEZ CABAÑAS, Tomás W.",Corrientes
693,"GONZALEZ de DUHALDE, Hilda",Buenos Aires
694,"GONZALEZ GASS, Gabriela Marta",Cdad.Aut.Bs.As.
695,"GONZALEZ GAVIOLA, Juan Horacio",Mendoza
696,"GONZALEZ, Alberto Ignacio",Mendoza
697,"GONZALEZ, Alvaro Gustavo",Cdad.Aut.Bs.As.
698,"GONZALEZ, Antonio Erman",Cdad.Aut.Bs.As.
699,"GONZALEZ, Gladys Esther",Buenos Aires
700,"GONZALEZ, Jorge Pedro",Santa Fe
701,"GONZALEZ, Josefina Victoria",Santa Fe
702,"GONZALEZ, Juan Dante",Mendoza
703,"GONZALEZ, Luis Mario",Santa Fe
704,"GONZALEZ, María América",Cdad.Aut.Bs.As.
705,"GONZALEZ, María Luisa",Chaco
706,"GONZALEZ, Nancy Susana",Chubut
707,"GONZALEZ, Oscar Felix",Córdoba
708,"GONZALEZ, Oscar Roberto",Buenos Aires
709,"GONZALEZ, Rafael Alfredo",Chaco
710,"GONZALEZ, Verónica",Tierra del Fuego
711,"GOÑI, María Virginia",Buenos Aires
712,"GORANSKY, Fenny",Neuquén
713,"GORBACZ, Leonardo Ariel",Tierra del Fuego
714,"GORINI, Florial Edmundo",Cdad.Aut.Bs.As.
715,"GORVEIN, Diego Rodolfo",Formosa
716,"GOY, Beatriz Norma",Chaco
717,"GRANA, Adrián Eduardo",Buenos Aires
718,"GRANADOS, Dulce",Buenos Aires
719,"GRANDINETTI, Alejandro",Santa Fe
720,"GREEN, Gustavo Adolfo",Buenos Aires
721,"GRIBAUDO, Christian Alejandro",Buenos Aires
722,"GROSSO, Edgardo Roger Miguel",Córdoba
723,"GROSSO, Leonardo",Buenos Aires
724,"GUCCIONE, José Daniel",Misiones
725,"GUDIÑO, Hermelinda Amalia",Tierra del Fuego
726,"GUERCI de SIUFI, Beatriz Elvira",Jujuy
727,"GUERIN, María Isabel",Buenos Aires
728,"GUERRERO, Antonio Isaac",Tucumán
729,"GUERRERO, Luis Serafín",Buenos Aires
730,"GUEVARA, Cristina Rosalía",Cdad.Aut.Bs.As.
731,"GULLO, Juan Carlos Dante",Cdad.Aut.Bs.As.
732,"GUTIERREZ, Alicia Veronica",Santa Fe
733,"GUTIERREZ, Diana Bárbara",Buenos Aires
734,"GUTIERREZ, Francisco Virgilio",Buenos Aires
735,"GUTIERREZ, Graciela Beatriz",Santa Cruz
736,"GUTIERREZ, Gustavo Eduardo",Mendoza
737,"GUTIERREZ, Héctor",Buenos Aires
738,"GUTIERREZ, Julio César",Santa Fe
739,"GUTIERREZ, Mónica Edith",Córdoba
740,"GUZMAN, Andres Ernesto",Córdoba
741,"GUZMAN, María Cristina",Jujuy
742,"GUZMAN, Olga Elizabeth",Neuquén
743,"GUZMAN, Sandro",Buenos Aires
744,"HALAK, Beatriz Susana",Córdoba
745,"HAQUIM, Carlos Guillermo",Jujuy
746,"HARDY, Anibal Osvaldo",Formosa
747,"HARISPE, Gastón",Buenos Aires
748,"HELLER, Carlos",Cdad.Aut.Bs.As.
749,"HEREDIA, Arturo Miguel",Córdoba
750,"HERNANDEZ, Antonio María",Córdoba
751,"HERNANDEZ, Cinthyia Gabriela",Rio Negro
752,"HERNANDEZ, Martín",Formosa
753,"HERNANDEZ, Santos Abel",Buenos Aires
754,"HERNANDEZ, Simón Fermín",Catamarca
755,"HERRERA ARIAS, Manuel H.",Santiago del Estero
756,"HERRERA PAEZ, Enzo Thelismar",La Rioja
757,"HERRERA, Alberto",Tucumán
758,"HERRERA, Bernardo Eligio",La Rioja
759,"HERRERA, Griselda Noemí",La Rioja
760,"HERRERA, José Alberto",Santiago del Estero
761,"HERRERA, Luis Beder",La Rioja
762,"HERRERA, Luis Fernando",Cdad.Aut.Bs.As.
763,"HERS CABRAL, Anabella Ruth",Cdad.Aut.Bs.As.
764,"HERZOVICH, María Elena",Entre Ríos
765,"HONCHERUK, Atlanto",Chaco
766,"HORNE, Silvia",Rio Negro
767,"HOTTON, Cynthia Liliana",Cdad.Aut.Bs.As.
768,"HUCZAK, Stella Maris",Mendoza
769,"HUMADA, Julio Cesar",Misiones
770,"HUMADA, Raul",Misiones
771,"HUSS, Juan   Manuel",Entre Ríos
772,"IANNI, Ana María",Santa Cruz
773,"IBARBIA, José María",Buenos Aires
774,"IBARRA, Eduardo Mauricio",San Juan
775,"IBARRA, Vilma Lidia",Cdad.Aut.Bs.As.
776,"IBARRECHE, Julio Cesar",Tucumán
777,"IGLESIAS, Evaristo Constantino",Buenos Aires
778,"IGLESIAS, Fernando Adolfo",Cdad.Aut.Bs.As.
779,"IGLESIAS, Roberto Raul",Mendoza
780,"IGON, Santiago Nicolás",Chubut
781,"ILARREGUI, Luis Alfredo",Buenos Aires
782,"ILLIA, Martín Arturo",Córdoba
783,"INCICCO, Lucas Ciriaco",Santa Fe
784,"INDA, Graciela Ester",Cdad.Aut.Bs.As.
785,"INGRAM, Roddy Ernesto",Chubut
786,"INSAURRALDE, Martín",Buenos Aires
787,"INSFRAN, Miguel Angel",Formosa
788,"IPARRAGUIRRE, Carlos Raúl",Santa Fe
789,"IRIBARNE, Alberto Juan",Cdad.Aut.Bs.As.
790,"IRRAZABAL, Juan Manuel",Misiones
791,"IRRAZABAL, Liliana María",Misiones
792,"ISA, Evita Nelida",Salta
793,"ISEQUILLA, Amalia",San Luis
794,"ISLA de SARACENI, Celia Anita",Misiones
795,"ITURRASPE, Nora Graciela",Buenos Aires
796,"ITURRE, Cesar Eusebio",Santiago del Estero
797,"ITURRIETA, Miguel Angel",Misiones
798,"JALIL, Luis Julián",Neuquén
799,"JANO, Ricardo Javier",Buenos Aires
800,"JAROSLAVSKY, Gracia Maria",Entre Ríos
801,"JARQUE, Margarita Ofelia",Buenos Aires
802,"JAUNARENA, José Horacio",Buenos Aires
803,"JAVKIN, Pablo",Santa Fe
804,"JENEFES, Guillermo Raul",Jujuy
805,"JEREZ, Esteban Eduardo",Tucumán
806,"JEREZ, Eusebia Antonia",Tucumán
807,"JOBE, Miguel Antonio",Buenos Aires
808,"JOGA, Vicente Bienvenido",Formosa
809,"JOHNSON, Guillermo",Córdoba
810,"JUAREZ, Manuel",Santiago del Estero
811,"JUAREZ, Manuel Humberto",Santiago del Estero
812,"JUAREZ, Myrian",Catamarca
813,"JUNCOSA, Rodolfo Aldo",Salta
814,"JUNIO, Juan Carlos Isaac",Cdad.Aut.Bs.As.
815,"JURI, Amado Nicomedes",Tucumán
816,"JURI, Mariana",Mendoza
817,"KAEHLER, Ernesto Rolando",Entre Ríos
818,"KAKUBUR, Emilio",Misiones
819,"KAMMERATH, Germán Luis",Córdoba
820,"KATZ, Daniel",Buenos Aires
821,"KELLY, Elsa Diana Rosa",Cdad.Aut.Bs.As.
822,"KENNY, Eduardo Enrique Federico",La Pampa
823,"KENT de SAADI, María del Pilar",Catamarca
824,"KESSLER, Ana Raquel",Cdad.Aut.Bs.As.
825,"KICILLOF, Axel",Cdad.Aut.Bs.As.
826,"KIRCHNER, Máximo Carlos",Santa Cruz
827,"KIRCHNER, Néstor Carlos",Buenos Aires
828,"KORENFELD, Beatriz Liliana",Santa Cruz
829,"KOSINER, Pablo Francisco Juan",Salta
830,"KOTH, Carlos",Misiones
831,"KRONEBERGER, Daniel Ricardo",La Pampa
832,"KUNEY, Mónica Adriana",Santa Cruz
833,"KUNKEL, Carlos Miguel",Buenos Aires
834,"LAFALLA, Arturo Pedro",Mendoza
835,"LAFFERRIERE, Ricardo Emilio",Entre Ríos
836,"LAGORIA, Elia Nelly",Chubut
837,"LAHOZ, José Fernando",Corrientes
838,"LAMBERTO, Oscar Santiago",Santa Fe
839,"LAMISOVSKY, Arnaldo",Córdoba
840,"LANCETA, Rubén Orfel",Buenos Aires
841,"LANDAU, Jorge Alberto",Buenos Aires
842,"LANZA, José Luis",Cdad.Aut.Bs.As.
843,"LARRABURU, Damaso",Buenos Aires
844,"LARREGUY, Carlos Alberto",Rio Negro
845,"LARROQUE, Andrés",Cdad.Aut.Bs.As.
846,"LASPINA, Luciano Andrés",Santa Fe
847,"LATORRE, Roxana Itati",Santa Fe
848,"LAURITTO, José Eduardo",Entre Ríos
849,"LAVAGNA, Marco",Cdad.Aut.Bs.As.
850,"LECONTE, Ricardo Guillermo",Corrientes
851,"LEDESMA, Julio Rubén",Buenos Aires
852,"LEGUIZAMON, Anibal Ernesto",Buenos Aires
853,"LEGUIZAMON, María Laura",Buenos Aires
854,"LEMME, María Alicia",San Luis
855,"LEMOS, Silvia",Mendoza
856,"LENCE, Héctor",Buenos Aires
857,"LENZ, María Beatriz",Cdad.Aut.Bs.As.
858,"LEONELLI, María Silvina",Córdoba
859,"LERNOUD, María Teresa",Chubut
860,"LEVERBERG, Stella Maris",Misiones
861,"LEYBA de MARTI, Beatriz",Córdoba
862,"L'HUILLIER, José Guillermo",San Luis
863,"LINARES, María del Carmen",Chubut
864,"LINARES, María Virginia",Buenos Aires
865,"LIPONEZKY de AMAVET, Sara G.",Entre Ríos
866,"LIPOVETZKY, Daniel",Buenos Aires
867,"LISSI, Liliana",Santa Fe
868,"LITZA, Monica",Buenos Aires
869,"LIX KLETT, Roberto Ignacio",Tucumán
870,"LLAMBI, Susana Beatriz",Neuquén
871,"LLAMOSAS, Fernando Elías",Misiones
872,"LLANO, Gabriel Joaquín",Mendoza
873,"LLANOS, Ana",Chubut
874,"LLANOS, Edith",Buenos Aires
875,"LLANOS, Ermindo Edgardo Marcelo",Jujuy
876,"LLERA, Timoteo",Misiones
877,"LLOPIS, Enrique Raúl",Santa Fe
878,"LÖFFLER, Ernesto Adrian",Tierra del Fuego
879,"LOFRANO, Elsa Gladi",Chubut
880,"LOPARDO, María Paula",Cdad.Aut.Bs.As.
881,"LOPEZ ARIAS, Marcelo Eduardo",Salta
882,"LOPEZ de ZAVALIA, Fernando J.",Tucumán
883,"LOPEZ KOENIG, Leandro",Neuquén
884,"LOPEZ, Alcides Humberto",Entre Ríos
885,"LOPEZ, Amelia de los Milagros",Córdoba
886,"LOPEZ, Elsa Isabel",Buenos Aires
887,"LOPEZ, Ernesto Segundo",San Juan
888,"LOPEZ, José Augusto",San Juan
889,"LOPEZ, Juan Carlos",Buenos Aires
890,"LOPEZ, Juan Carlos",Misiones
891,"LOPEZ, Pablo Sebastián",Salta
892,"LOPEZ, Rafael Angel",Formosa
893,"LORENZO BOROCOTO, Eduardo",Cdad.Aut.Bs.As.
894,"LORENZO, Antonio Arnaldo",San Luis
895,"LORGES, Juan Carlos",Buenos Aires
896,"LOSADA, Luis Enrique",Misiones
897,"LOSPENNATO, Silvia Gabriela",Buenos Aires
898,"LOTTO DE VECCHIETTI, Inés Beatriz",Formosa
899,"LOUSTEAU, Martín",Cdad.Aut.Bs.As.
900,"LOUTAIF, Julio César",Salta
901,"LOVAGLIO SARAVIA, Antonio",Salta
902,"LOZANO, Claudio Raúl",Cdad.Aut.Bs.As.
903,"LOZANO, Encarnación",Neuquén
904,"LUBERTINO, María José",Cdad.Aut.Bs.As.
905,"LUGO de GONZALES CABAÑAS, Cecilia",Corrientes
906,"LUNA de MARCOS, Ana Zulema",Santiago del Estero
907,"LUSQUIÑOS, Luis Bernardo",San Luis
908,"LYNCH, Carlos Alberto",Formosa
909,"LYNCH, Juan Carlos",Cdad.Aut.Bs.As.
910,"MAC ALLISTER, Carlos Javier",La Pampa
911,"MACALUSE, Eduardo Gabriel",Buenos Aires
912,"MACCHI, Carlos Guillermo",Corrientes
913,"MACEDO, Horacio Antonio",Jujuy
914,"MACHADO, Oscar Alfredo",Rio Negro
915,"MACHICOTE, Jorge Raul",La Rioja
916,"MACIAS, Oscar Alberto",Corrientes
917,"MACRI, Mauricio",Cdad.Aut.Bs.As.
918,"MADERA, Teresita",La Rioja
919,"MAESTRO, Carlos",Chubut
920,"MAFFEI, Marta Olinda",Buenos Aires
921,"MAGARIO, Verónica",Buenos Aires
922,"MAGGI, Juan Alberto",Buenos Aires
923,"MAIDANA, Elsa H.",Salta
924,"MAJDALANI, Silvia Cristina",Buenos Aires
925,"MAJDALANI, Silvia Cristina",Cdad.Aut.Bs.As.
926,"MALDONADO, Aída Francisca",Catamarca
927,"MALDONADO, Hugo",Chaco
928,"MANFREDOTTI, Carlos",Tierra del Fuego
929,"MANNY, José Juan",Cdad.Aut.Bs.As.
930,"MANSUR, Nélida Mabel",Buenos Aires
931,"MANSUR, Ricardo Alfredo",Mendoza
932,"MANZOTTI, Mabel Gladys",Buenos Aires
933,"MAQUEDA, Juan Carlos",Córdoba
934,"MAQUIEYRA, Martín",La Pampa
935,"MARCO DEL PONT, Mercedes",Cdad.Aut.Bs.As.
936,"MARCO, Jorge Raúl",Entre Ríos
937,"MARCOLLI, Miguel",Catamarca
938,"MARCONATO, Gustavo Angel",Santa Fe
939,"MARCONETTO, Aldo Juan",Chubut
940,"MARCOPULOS, Juan Fernando",Corrientes
941,"MARCOS, Ricardo Ernesto",Cdad.Aut.Bs.As.
942,"MARCUCCI, Hugo",Santa Fe
943,"MARELLI, Mabel",Misiones
944,"MARINO, Adriana del Carmen",San Juan
945,"MARINO, Juliana Isabel",Cdad.Aut.Bs.As.
946,"MARTIARENA, Mario Humberto",Jujuy
947,"MARTIN de DE NARDO, Marta",Formosa
948,"MARTIN, María Elena",Santa Fe
949,"MARTINELLI, Guillermo Jesús",Salta
950,"MARTINEZ CAMPOS, Gustavo",Chaco
951,"MARTINEZ CARIGNANO, Ernesto Félix",Córdoba
952,"MARTINEZ GARBINO, Emilio Raúl",Entre Ríos
953,"MARTINEZ LLANO, José Rodolfo",Corrientes
954,"MARTINEZ ODDONE, Heriberto Agustín",Córdoba
955,"MARTINEZ RAYMONDA, Rafael",Cdad.Aut.Bs.As.
956,"MARTINEZ VILLADA, Leonor",Córdoba
957,"MARTINEZ ZUCCARDI, Manuel A.",Tucumán
958,"MARTINEZ, Alfredo",Santa Cruz
959,"MARTINEZ, Ana Laura",Santa Fe
960,"MARTINEZ, Carlos Alberto",Buenos Aires
961,"MARTINEZ, Enrique Mario",Cdad.Aut.Bs.As.
962,"MARTINEZ, Ernesto Félix",Córdoba
963,"MARTINEZ, Esteban",Tierra del Fuego
964,"MARTINEZ, Gerardo Alberto",Buenos Aires
965,"MARTINEZ, Julio César",La Rioja
966,"MARTINEZ, Luis Alberto",San Juan
967,"MARTINEZ, Manuel Luis",Buenos Aires
968,"MARTINEZ, Norman Darío",Neuquén
969,"MARTINEZ, Oscar Anselmo",Tierra del Fuego
970,"MARTINEZ, Oscar Ariel",Santa Fe
971,"MARTINEZ, Silvia Alejandra",Jujuy
972,"MARTINEZ, Silvia Virginia",Buenos Aires
973,"MARTINEZ, Soledad",Buenos Aires
974,"MARTINI, Hugo",Cdad.Aut.Bs.As.
975,"MARTUCCI, Cesar",Buenos Aires
976,"MASIN, María Lucila",Chaco
977,"MASSA, Sergio",Buenos Aires
978,"MASSEI, Oscar Ermelindo",Neuquén
979,"MASSETANI, Vanesa",Santa Fe
980,"MASSO, Federico Augusto",Tucumán
981,"MASSOT, Nicolás",Córdoba
982,"MASTROGIACOMO, Miguel Angel",Buenos Aires
983,"MATHOV, Enrique José",Cdad.Aut.Bs.As.
984,"MATZKIN, Jorge Rubén",La Pampa
985,"MAURETTE, Fernando Wenceslao",Cdad.Aut.Bs.As.
986,"MAYANS, María Susana",Jujuy
987,"MAZURE, Liliana",Cdad.Aut.Bs.As.
988,"MAZZARELLA, Susana del Valle",Córdoba
989,"MAZZEI, Hector Santiago",Buenos Aires
990,"MEDIZA, Heriberto Eloy",La Pampa
991,"MELILLO, Fernando Cesar",Cdad.Aut.Bs.As.
992,"MELOGNO, Elsa",Chubut
993,"MENDEZ de FERREYRA, Araceli Estela",Corrientes
994,"MENDEZ de MEDINA LAREU, Catalina",Corrientes
995,"MENDOZA, Claudio Ramiro",Chaco
996,"MENDOZA, Martín",Buenos Aires
997,"MENDOZA, Mayra Soledad",Buenos Aires
998,"MENDOZA, Sandra Marcela",Chaco
999,"MENEGHINI, Javier Revnaldo",Santiago del Estero
1000,"MENEM, Carlos Omar",La Rioja
1001,"MENEM, Eduardo Adrián",La Rioja
1002,"MERA, Dalmacio",Catamarca
1003,"MERCADER, Martha Evelina",Cdad.Aut.Bs.As.
1004,"MERCADO LUNA, Ricardo Gastón",La Rioja
1005,"MERCADO, Verónica Elizabeth",Catamarca
1006,"MERCHAN, Paula Cecilia",Córdoba
1007,"MERINO, Raul Guillermo",Córdoba
1008,"MERLO de RUIZ, María Celestina",San Luis
1009,"MERLO, Mario Raúl",San Luis
1010,"MESTRE, Diego Matías",Córdoba
1011,"METAZA, Mario Alfredo",Santa Cruz
1012,"MEZA, Martha Elizabeth",Formosa
1013,"MICHELLI, Marco Aurelio",Buenos Aires
1014,"MICHETTI, Marta Gabriela",Cdad.Aut.Bs.As.
1015,"MICHITTE, Salomón Antonio",Misiones
1016,"MIGLIOZZI, Julio Alberto",Buenos Aires
1017,"MILESI, Marta Silvia",Rio Negro
1018,"MILLET, Juan Carlos",Santa Fe
1019,"MILMAN, Gerardo Fabián",Buenos Aires
1020,"MINGUEZ, Juan Jesús",San Juan
1021,"MIRABILE, José Arnaldo",San Luis
1022,"MIRALLES de ROMERO, Norma",Neuquén
1023,"MIRANDA, Rubén",Mendoza
1024,"MIRKIN, Beatriz Graciela",Tucumán
1025,"MOISES, Julio Carlos",Jujuy
1026,"MOISES, María Carolina",Jujuy
1027,"MOLARDO, Elvio Francisco",Córdoba
1028,"MOLAS, Pedro Omar",Catamarca
1029,"MOLINA, Karina",La Rioja
1030,"MOLINA, Manuel Isauro",Catamarca
1031,"MOLINARI ROMERO, Luis",Córdoba
1032,"MOLINAS, Ricardo Francisco",Santa Fe
1033,"MONAYAR, Ana María Cármen",Córdoba
1034,"MONDELO, Lidia Elizabeth",Santa Cruz
1035,"MONDINO, Eduardo René",Córdoba
1036,"MONFORT, Marcelo Alejandro",Entre Ríos
1037,"MONGELO, José Ricardo",Chaco
1038,"MONTEAGUDO, María Lucrecia",Buenos Aires
1039,"MONTENEGRO, Olinda",Chaco
1040,"MONTERO, Laura Gisela",Mendoza
1041,"MONTEVERDE, Carlos Roberto",Cdad.Aut.Bs.As.
1042,"MONTI, Lucrecia Etelvina",Cdad.Aut.Bs.As.
1043,"MONTIEL, Sergio Alberto",Entre Ríos
1044,"MONTOYA, Fernando Ramón",Córdoba
1045,"MONTOYA, Jorge Luciano",Córdoba
1046,"MONZO, Emilio",Buenos Aires
1047,"MORALES, Mariana Elizabet",Santiago del Estero
1048,"MORALES, Nélida Beatriz",Buenos Aires
1049,"MORAN, Juan Carlos",Buenos Aires
1050,"MORANDINI, Norma Elena",Córdoba
1051,"MORANTE, Antonio Arnaldo María",Chaco
1052,"MORAY, Hector Luis",Corrientes
1053,"MOREAU, Cecilia",Buenos Aires
1054,"MOREAU, Leopoldo Raúl",Buenos Aires
1055,"MOREJON, Manuel Amor",Chubut
1056,"MORELLO, Emilio Pedro",Buenos Aires
1057,"MORENO RAMIREZ, Arturo Jorge",San Juan
1058,"MORENO, Carlos Julio",Buenos Aires
1059,"MORGADO, Claudio Marcelo",Cdad.Aut.Bs.As.
1060,"MORINI, Pedro Juan",Santa Fe
1061,"MOSSELLO de BENZO, María",Santa Fe
1062,"MOSSO, Ana Maria",Mendoza
1063,"MOTHE, Felix Arturo",Tucumán
1064,"MOUILLERON, Roberto Mario",Buenos Aires
1065,"MOURE, Juan Manuel",Buenos Aires
1066,"MOURIÑO, Javier",Cdad.Aut.Bs.As.
1067,"MOYANO, Juan Facundo",Buenos Aires
1068,"MUKDISE, Miguel Roberto Daives",Santiago del Estero
1069,"MULLER, Edgar Raúl",Córdoba
