diputadoID,nombre,distrito
1070,"MULLER, Mabel Hilda",Buenos Aires
1071,"MUNIAGURRIA, Marcelo Julio",Santa Fe
1072,"MUÑOZ, Marcelo Bernardo",Chaco
1073,"MURIEL, Nestor Jorge",Tierra del Fuego
1074,"MUSA, Laura Cristina",Cdad.Aut.Bs.As.
1075,"MUSSI, Juan José",Buenos Aires
1076,"NACUL, Miguel Camel",Tucumán
1077,"NAIM, Lidia Lucía",Buenos Aires
1078,"NANNI, Miguel",Salta
1079,"NARDELLI, Santiago",Buenos Aires
1080,"NARDUCCI, Alicia Isabel",Córdoba
1081,"NATALE, Alberto Adolfo",Santa Fe
1082,"NAVARRO, Graciela",Santiago del Estero
1083,"NAZARIO, Adriana Monica",Córdoba
1084,"NEBREDA, Carmen Rosa",Córdoba
1085,"NEDER, Estela Mary",Santiago del Estero
1086,"NEDER, Jorge Humberto",Córdoba
1087,"NEGRI, Mario Raúl",Córdoba
1088,"NEME-SCHEIJ, Alfredo",Tucumán
1089,"NEMIROVSCI, Osvaldo Mario",Rio Negro
1090,"NERI, Aldo",Cdad.Aut.Bs.As.
1091,"NICKISCH, Hugo Victor",Chaco
1092,"NICOTRA, Norberto Reynaldo",Santa Fe
1093,"NIETO BRIZUELA, Benjamín Ricardo",La Rioja
1094,"NIEVA, Alejandro Mario",Jujuy
1095,"NIÑO, Jorge",San Luis
1096,"NOFAL, Beatriz",Cdad.Aut.Bs.As.
1097,"NOVAU, Pedro José",Buenos Aires
1098,"NUÑEZ, José",Santa Fe
1099,"OBARRIO, Luis Manuel",Buenos Aires
1100,"OBEID, Jorge Alberto",Santa Fe
1101,"OBIGLIO, Julián Martín",Cdad.Aut.Bs.As.
1102,"OCAMPOS, Jorge Armando",Rio Negro
1103,"OCAÑA, María Graciela",Buenos Aires
1104,"OLIMA, Juan Carlos",Buenos Aires
1105,"OLIVA, Cristian Rodolfo",Santiago del Estero
1106,"OLIVARES, Hector Enrique",La Rioja
1107,"OLIVERA, Enrique José",Cdad.Aut.Bs.As.
1108,"OLIVERO, Juan Carlos",La Pampa
1109,"OLMEDO, Alfredo Horacio",Salta
1110,"OLMOS, Graciela Hortencia",Santiago del Estero
1111,"OPORTO, Mario Néstor",Buenos Aires
1112,"ORELLANA, José Fernando",Tucumán
1113,"ORGAZ, Alfredo",Córdoba
1114,"OROZCO, Jorge Alberto",Buenos Aires
1115,"ORQUIN, Leopoldo Manuel",Mendoza
1116,"ORSOLINI, Pablo Eduardo",Chaco
1117,"ORTEGA, Marta Isabel",Córdoba
1118,"ORTIZ CORREA, Marcia Sara María",Catamarca
1119,"ORTIZ MALDONADO, Gastón H.",Buenos Aires
1120,"ORTIZ PELLEGRINI, Miguel A.",Córdoba
1121,"ORTIZ, Mariela",Jujuy
1122,"OSCOS, María Ilse",Neuquén
1123,"OSORIO, Marta Lucía",La Pampa
1124,"OSTROPOLSKY, Aldo Hector",Mendoza
1125,"OSUNA, Blanca Inés",Entre Ríos
1126,"OVIEDO, Alejandra Beatriz",La Rioja
1127,"PAIS, Juan Mario",Chubut
1128,"PALOMO, Nelida Manuela",Santiago del Estero
1129,"PALOU, Marta",Misiones
1130,"PAMPURO, José Juan Bautista",Buenos Aires
1131,"PANDO, Ana María",Corrientes
1132,"PANSA, Sergio Horacio",San Luis
1133,"PANZONI, Patricia Ester",Buenos Aires
1134,"PARADA, Alberto",Chubut
1135,"PARADA, Liliana Beatriz",Cdad.Aut.Bs.As.
1136,"PARAJON, José María",Formosa
1137,"PAREDES URQUIZA, Alberto Nicolás",La Rioja
1138,"PARENTE, Rodolfo Miguel",Entre Ríos
1139,"PARENTELLA, Irma Fidela",Cdad.Aut.Bs.As.
1140,"PAROLA, Carlos",Santa Fe
1141,"PAROLA, José María",Córdoba
1142,"PAROLI, Raúl Omar",Catamarca
1143,"PARRA, Nelida del Carmen",San Juan
1144,"PARRILLI, Nanci María Agustina",Neuquén
1145,"PARRILLI, Oscar Isidro José",Neuquén
1146,"PASCUAL, Jorge Raul",Rio Negro
1147,"PASCUAL, Rafael Manuel",Cdad.Aut.Bs.As.
1148,"PASCUALINI de ACOSTA, Elida E.",Tucumán
1149,"PASINI, Ariel Osvaldo",Buenos Aires
1150,"PASSO, Juan Carlos",La Pampa
1151,"PASSO, Marcela Fabiana",Buenos Aires
1152,"PASTORI, Luis",Misiones
1153,"PASTORIZA, Eduardo",Catamarca
1154,"PASTORIZA, Mirta Ameliana",Santiago del Estero
1155,"PATIÑO, José Luis",Cdad.Aut.Bs.As.
1156,"PATTERSON, Ricardo Ancell",Santa Cruz
1157,"PATTI, Luis Abelardo",Buenos Aires
1158,"PEDRINI, Juan Manuel",Chaco
1159,"PELAEZ, Victor",Neuquén
1160,"PELLIN, Osvaldo Francisco",Neuquén
1161,"PEÑALOZA MARIANETTI, María Florencia",San Juan
1162,"PEPE, Lorenzo Antonio",Buenos Aires
1163,"PERALTA, Anibal Pedro",Chubut
1164,"PERALTA, Fabián Francisco",Santa Fe
1165,"PEREYRA de MONTENEGRO, María",Misiones
1166,"PEREYRA, Guillermo Antonio",Mendoza
1167,"PEREYRA, Juan Manuel",Córdoba
1168,"PEREZ MARTINEZ, Claudio Héctor",La Pampa
1169,"PEREZ SUAREZ, Inés",Cdad.Aut.Bs.As.
1170,"PEREZ, Alberto Cesar",Neuquén
1171,"PEREZ, Alberto José",San Luis
1172,"PEREZ, Jorge Raúl",Santiago del Estero
1173,"PEREZ, Jorge Telmo",Buenos Aires
1174,"PEREZ, José Adrián",Buenos Aires
1175,"PEREZ, Martín Alejandro",Tierra del Fuego
1176,"PEREZ, Mirta",Buenos Aires
1177,"PEREZ, Raúl Joaquin",Buenos Aires
1178,"PERIE, Hugo Rubén",Corrientes
1179,"PERIE, Julia Argentina",Misiones
1180,"PERNASETTI, Horacio Francisco",Catamarca
1181,"PEROTTI, Omar Angel",Santa Fe
1182,"PERRINI, Gioconda Eulalia",Tucumán
1183,"PERRONI, Ana María",Corrientes
1184,"PESCE, Felix",Mendoza
1185,"PESO, Stella Marys",Misiones
1186,"PETIT, María de los Angeles",Entre Ríos
1187,"PETRI, Luis",Mendoza
1188,"PEYROU, Alejandro Apolinario",Buenos Aires
1189,"PEZOA, Juan Carlos",Buenos Aires
1190,"PICAZO, Sarah Ana",Santa Fe
1191,"PICCININI, Alberto José",Santa Fe
1192,"PICCININI, Ana Ida",Rio Negro
1193,"PICHETTO, Miguel Angel",Rio Negro
1194,"PIEMONTE, Héctor Horacio",Buenos Aires
1195,"PIERRI, Alberto Reinaldo",Buenos Aires
1196,"PIETRAGALLA CORTI, Horacio",Buenos Aires
1197,"PILATI, Norma Raquel",Mendoza
1198,"PILATTI VERGARA, María Inés",Chaco
1199,"PINCHETTI de SIERRA MORALES, Delia Norma",Tucumán
1200,"PINEDO, Federico",Cdad.Aut.Bs.As.
1201,"PINTO BRUCHMANN, Juan Domingo",Santiago del Estero
1202,"PINTO, Guillermo",Santiago del Estero
1203,"PINTO, Sergio Damián",Mendoza
1204,"PIÑON AVILA, Celia Isabel",Entre Ríos
1205,"PIOTTI, Alberto Daniel",Buenos Aires
1206,"PIRIZ, Juan Carlos",Buenos Aires
1207,"PITIOT, Carla Betina",Cdad.Aut.Bs.As.
1208,"PITROLA, Néstor Antonio",Buenos Aires
1209,"PIUMATO, Julio Juán",Cdad.Aut.Bs.As.
1210,"PLAINI, Francisco Omar",Buenos Aires
1211,"POGGI, Claudio Javier",San Luis
1212,"POLINO, Hector Teodoro",Cdad.Aut.Bs.As.
1213,"POLO, Luis Nicolas",Buenos Aires
1214,"PORTELA, Agustín Alberto",Corrientes
1215,"PORTO, Héctor Norberto",Buenos Aires
1216,"POSSE, Melchor Angel",Buenos Aires
1217,"PRADINES, Roberto Arturo",Mendoza
1218,"PRAT, Alfredo Ernesto",Buenos Aires
1219,"PRETTO, Pedro Javier",Córdoba
1220,"PRIETO, Hugo Nelson",Neuquén
1221,"PROFILI, Gerardo Pedro",Mendoza
1222,"PRONE, Alberto Josue",Córdoba
1223,"PRUYAS, Tomás Rubén",Corrientes
1224,"PUCHETA, Ramona",Buenos Aires
1225,"PUERTA, Federico Ramón",Misiones
1226,"PUIG de STUBRIN, Lilia",Santa Fe
1227,"PUIGGROS, Adriana Victoria",Buenos Aires
1228,"PUIGGROS, Adriana Victoria",Cdad.Aut.Bs.As.
1229,"PURICELLI, Arturo Antonio",Santa Cruz
1230,"QUEZADA, Rodolfo H.",Neuquén
1231,"QUINTAR, Amado David",Catamarca
1232,"QUINTELA, Ricardo Clemente",La Rioja
1233,"QUINTERO, Marta Beatriz",La Rioja
1234,"QUINZIO, Bernardo Pascual",San Luis
1235,"QUIROGA, Horacio Rodolfo",Neuquén
1236,"QUIROZ, Elsa Siria",Buenos Aires
1237,"RACH QUIROGA, Analía Alexandra",Chaco
1238,"RAFFO, Julio Cesar",Cdad.Aut.Bs.As.
1239,"RAIMUNDI, Carlos Alberto",Buenos Aires
1240,"RAMOS, Alejandro",Santa Fe
1241,"RAMPI, Pascual Angel",Buenos Aires
1242,"RAPETTI, Ricardo Francisco",Buenos Aires
1243,"RASINO, Elida Elena",Santa Fe
1244,"RATTIN, Antonio Ubaldo",Buenos Aires
1245,"RAVERTA, María Fernanda",Buenos Aires
1246,"RE, Hilma Leonor",Entre Ríos
1247,"RE, Ricardo Horacio",Buenos Aires
1248,"RECALDE, Héctor Pedro",Buenos Aires
1249,"RECIO, José Antonio",Buenos Aires
1250,"REDCZUK, Oscar Felipe",Misiones
1251,"REGAZZOLI, María Cristina",La Pampa
1252,"REJAL, Jesús Fernando",La Rioja
1253,"REMEDI, Luz Elizabeth",Córdoba
1254,"REMES LENICOV, Jorge Luis",Buenos Aires
1255,"REYES, María Fernanda",Cdad.Aut.Bs.As.
1256,"RIAL, Osvaldo Hugo",Buenos Aires
1257,"RICCARDO, José Luis",San Luis
1258,"RICHTER, Ana",Córdoba
1259,"RICO, Aldo",Buenos Aires
1260,"RICO, María del Carmen Cecilia",Buenos Aires
1261,"RIESTRA, Antonio Sabino",Santa Fe
1262,"RIOBOO, Sandra Adriana",Buenos Aires
1263,"RIOS, Liliana María",Entre Ríos
1264,"RIOS, María Fabiana",Tierra del Fuego
1265,"RIOS, Roberto Fabián",Corrientes
1266,"RISKO, Silvia Lucrecia",Misiones
1267,"RISTA, Olga María",Córdoba
1268,"RITONDO, Cristian",Cdad.Aut.Bs.As.
1269,"RIVADERA, Marta Liliana",La Rioja
1270,"RIVARA, Raúl Alberto",Buenos Aires
1271,"RIVAROLA, Rubén Armando",Jujuy
1272,"RIVAS, Jorge",Buenos Aires
1273,"RIVAS, Olijela del Valle",Tucumán
1274,"ROBERTI, Alberto Oscar",Buenos Aires
1275,"ROBERTI, Raquel",Santa Fe
1276,"ROBLEDO, Roberto Ricardo",La Pampa
1277,"ROBLES AVALOS, Edmundo Eduardo",Tucumán
1278,"ROBLES, Miguel Angel",Santa Fe
1279,"RODIL, Rodolfo",Buenos Aires
1280,"RODRIGO, Esteban Joaquin",Rio Negro
1281,"RODRIGUEZ GONZALEZ, Oliva",Buenos Aires
1282,"RODRIGUEZ SAA, Adolfo",San Luis
1283,"RODRIGUEZ SAÑUDO, Hugo B.",Santa Fe
1284,"RODRIGUEZ, Evaristo Arturo",Santa Cruz
1285,"RODRIGUEZ, Jesus",Cdad.Aut.Bs.As.
1286,"RODRIGUEZ, José",Buenos Aires
1287,"RODRIGUEZ, Mabel E.",Buenos Aires
1288,"RODRIGUEZ, Marcela Virginia",Buenos Aires
1289,"RODRIGUEZ, Matías",Tierra del Fuego
1290,"RODRIGUEZ, Oscar Ernesto R.",Buenos Aires
1291,"RODRIGUEZ, Raul Eduardo",Tierra del Fuego
1292,"RODRIGUEZ, Rodrigo Martín",Buenos Aires
1293,"ROGEL, Fabián Dulio",Entre Ríos
1294,"ROGGERO, Humberto Jesus",Córdoba
1295,"ROIG, Angel",Buenos Aires
1296,"ROJKES de ALPEROVICH, Beatriz Liliana",Tucumán
1297,"ROJO, Rubén Dario",San Luis
1298,"ROLDAN, José María",Corrientes
1299,"ROLLANO, Eduardo Daniel",Cdad.Aut.Bs.As.
1300,"ROMA, Carlos Gastón",Tierra del Fuego
1301,"ROMA, Rafael Edgardo",Buenos Aires
1302,"ROMAN, Carmen",Formosa
1303,"ROMANO, Antonio Anselmo",Santiago del Estero
1304,"ROMERO, Carlos Alberto",La Rioja
1305,"ROMERO, Gabriel Luis",Neuquén
1306,"ROMERO, Héctor Ramón",Chaco
1307,"ROMERO, Humberto Antonio",Corrientes
1308,"ROMERO, José Antonio",Buenos Aires
1309,"ROMERO, Oscar",Buenos Aires
1310,"ROMERO, Rosario",Entre Ríos
1311,"ROQUEL, Héctor",Santa Cruz
1312,"ROQUEL, Rodolfo",Formosa
1313,"ROSELLI, José Alberto",Cdad.Aut.Bs.As.
1314,"ROSSI, Agustín Oscar",Santa Fe
1315,"ROSSI, Alejandro Luis",Santa Fe
1316,"ROSSI, Blanca Araceli",Córdoba
1317,"ROSSI, Cipriana Lorena",Rio Negro
1318,"ROSSO, Graciela Zulema",Buenos Aires
1319,"ROY, Irma",Buenos Aires
1320,"ROY, Irma",Cdad.Aut.Bs.As.
1321,"ROZAS, Angel",Chaco
1322,"RUBEO, Luis",Santa Fe
1323,"RUBIN, Carlos Gustavo",Corrientes
1324,"RUBINI, Mirta Elsa",Buenos Aires
1325,"RUCCI, Claudia Monica",Buenos Aires
1326,"RUCKAUF, Carlos Federico",Buenos Aires
1327,"RUCKAUF, Carlos Federico",Cdad.Aut.Bs.As.
1328,"RUIZ ARAGON, José Arnaldo",Corrientes
1329,"RUIZ PALACIOS, José David",Chaco
1330,"RUIZ, Aida Delia",Santiago del Estero
1331,"RUIZ, Angel",San Luis
1332,"RUIZ, Ramón",Buenos Aires
1333,"SAADE, Blanca Azucena",Salta
1334,"SAADI, Luis Alberto",Catamarca
1335,"SAADI, Ramón Eduardo",Catamarca
1336,"SABBATELLA, Martín",Buenos Aires
1337,"SABIO, Juan Carlos",Buenos Aires
1338,"SACCA, Luis Fernando",Tucumán
1339,"SACKS, Ruben Rodolfo",Santa Fe
1340,"SAGGESE, Nestor Mario",Buenos Aires
1341,"SALIM, Fernando Omar",Santiago del Estero
1342,"SALIM, Juan Arturo",Tucumán
1343,"SALINO, Fernando Aldo",San Luis
1344,"SALINO, María Antonia",San Luis
1345,"SALTO, Julio Francisco José",Rio Negro
1346,"SALUM, Osvaldo Rubén",Salta
1347,"SALUSSO, Horacio Ramón",Córdoba
1348,"SALVADOR, Daniel Marcelo",Buenos Aires
1349,"SALVATORI, Pedro",Neuquén
1350,"SAMID, Manuel Julio",Buenos Aires
1351,"SAN MARTIN, Adrián",Neuquén
1352,"SANCHEZ GALDEANO, Roque",Tierra del Fuego
1353,"SANCHEZ, Fernando",Cdad.Aut.Bs.As.
1354,"SANCHEZ, Liliana Ester",Buenos Aires
1355,"SANCHEZ, Mary",Buenos Aires
1356,"SANPIETRO, Darci",Entre Ríos
1357,"SANTA MARIA, Jose Francisco",Cdad.Aut.Bs.As.
1358,"SANTANDER, Mario",La Rioja
1359,"SANTILLAN, Marcelo",Tucumán
1360,"SANTILLAN, Walter Marcelo",Tucumán
1361,"SANTILLI, Diego Cesar",Cdad.Aut.Bs.As.
1362,"SANTIN, Eduardo",Buenos Aires
1363,"SAPAG, Silvia Estela",Neuquén
1364,"SAQUER, José Luis",Chaco
1365,"SAREDI, Roberto Miguel",Buenos Aires
1366,"SARGHINI, Jorge Emilio",Buenos Aires
1367,"SARQUIZ, José Alberto",Santiago del Estero
1368,"SARTORI, Diego Horacio",Misiones
1369,"SAT, Oscar",Mendoza
1370,"SATRAGNO, Lidia Elsa",Buenos Aires
1371,"SAVRON, Hayde Teresa",Neuquén
1372,"SCAGLIA, Gisela",Santa Fe
1373,"SCALESI, Juan Carlos",Rio Negro
1374,"SCARPIN, Delki",Santa Fe
1375,"SCELZI, Carlos José",Entre Ríos
1376,"SCHIARETTI, Juan",Córdoba
1377,"SCHIAVONI, Esther Aida",Cdad.Aut.Bs.As.
1378,"SCHMIDT-LIERMANN, Cornelia",Cdad.Aut.Bs.As.
1379,"SCHWINDT, María Liliana",Buenos Aires
1380,"SCIOLI, Daniel Osvaldo",Cdad.Aut.Bs.As.
1381,"SCIUTTO, Rubén Darío",Tierra del Fuego
1382,"SCOTTO, Silvia Carolina",Córdoba
1383,"SCRIMIZZI, Gloria Elida",Buenos Aires
1384,"SEBASTIANI, Claudio Augusto",Buenos Aires
1385,"SEBRIANO, Luis Alberto",Formosa
1386,"SEGARRA, Adela Rosa",Buenos Aires
1387,"SEGUI, Hector Miguel",San Juan
1388,"SEJAS, Lisandro Mauricio",Buenos Aires
1389,"SELLARES, Francisco Nicolás",Santa Fe
1390,"SELVA, Carlos Americo",Buenos Aires
1391,"SEMHAN, María de las Mercedes",Corrientes
1392,"SEMINARA, Eduardo Jorge",Santa Fe
1393,"SEREBRINSKY, Gustavo Eduardo",Buenos Aires
1394,"SESMA, Laura Judith",Córdoba
1395,"SILVA CASANOVA, Juan Alberto",Corrientes
1396,"SIMONCINI, Silvia Rosa",Santa Fe
1397,"SLUGA, Juan Carlos",Buenos Aires
1398,"SMITH, Santos",Buenos Aires
1399,"SNOPEK, Alejandro",Jujuy
1400,"SNOPEK, Carlos Daniel",Jujuy
1401,"SNOPEK, Guillermo",Jujuy
1402,"SOBRINO, Margarita María",Córdoba
1403,"SODA, Maria Nilda",Misiones
1404,"SODERO NIEVAS, Victor Hugo",Rio Negro
1405,"SOLA, Felipe Carlos",Buenos Aires
1406,"SOLANAS, Fernando Ezequiel",Buenos Aires
1407,"SOLANAS, Fernando Ezequiel",Cdad.Aut.Bs.As.
1408,"SOLANAS, Julio Rodolfo Francisco",Entre Ríos
1409,"SOLANAS, Raúl Patricio",Entre Ríos
1410,"SOLMOIRAGO, Raul Jorge",Misiones
1411,"SOÑEZ, Federico Roman",Entre Ríos
1412,"SORAIRE, Alicia",Tucumán
1413,"SORGENTE, Marcelo",Cdad.Aut.Bs.As.
1414,"SORIA ARCH, José María",Córdoba
1415,"SORIA, Carlos Ernesto",Buenos Aires
1416,"SORIA, Carlos Ernesto",Rio Negro
1417,"SORIA, Edmundo del Valle",Catamarca
1418,"SORIA, María Emilia",Rio Negro
1419,"SOSA CAPURRO, Soledad",Mendoza
1420,"SOSA, Carlos Alberto",Salta
1421,"SOTO, Gladys Beatriz",Chaco
1422,"SPATOLA, Paola Rosana",Buenos Aires
1423,"SPERATTI, Alfredo Ramiro",Santa Fe
1424,"SPINOZA, Augusto Juan",Buenos Aires
1425,"SPINOZZI, Ricardo",Santa Fe
1426,"STELLA, Anibal Jesus",Buenos Aires
1427,"STOLBIZER, Margarita Rosa",Buenos Aires
1428,"STORANI, Conrado Hugo",Córdoba
1429,"STORANI, Federico Teobaldo",Buenos Aires
1430,"STORANI, María Luisa",Buenos Aires
1431,"STORERO, Hugo",Santa Fe
1432,"STORNI, Silvia",Córdoba
1433,"STUBRIN, Marcelo Juan Alberto",Cdad.Aut.Bs.As.
1434,"STURZENEGGER, Federico",Cdad.Aut.Bs.As.
1435,"SUAREZ ALVAREZ DE PALOU, Marta",Misiones
1436,"SUAREZ, Juan Carlos",La Pampa
1437,"SUCARIA, Nevef",Córdoba
1438,"SUEIRO, Carlos Adolfo",Cdad.Aut.Bs.As.
1439,"SUREDA, Angela Geronima",Santa Cruz
1440,"SYLVESTRE BEGNIS, Juan Héctor",Santa Fe
1441,"TABOADA, Jorge Omar",Chubut
1442,"TACTA de ROMERO, Emma Andrea",Corrientes
1443,"TAGLIAFICO, Jose A.",Buenos Aires
1444,"TAILHADE, Rodolfo",Buenos Aires
1445,"TANONI, Enrique",Salta
1446,"TATE, Alicia Ester",Santa Fe
1447,"TAZZIOLI, Atilio Pascual",Córdoba
1448,"TEJEDOR, Miguel Angel",Chaco
1449,"TEJERINA, Julio Alberto",Santa Fe
1450,"TENEV, Carlos",Chaco
1451,"TENTOR, Héctor",Jujuy
1452,"TEODOSIU, Jorge Nicolas",Buenos Aires
1453,"TERADA, Alicia",Chaco
1454,"TERRAGNO, Rodolfo Héctor",Cdad.Aut.Bs.As.
1455,"THOMAS, Enrique Luis",Mendoza
1456,"TINEO, Javier Héctor",La Rioja
1457,"TINNIRELLO, Carlos Alberto",Cdad.Aut.Bs.As.
1458,"TOGNI de VELY, Adriana Leonor",Misiones
1459,"TOLEDO, Hugo David",Buenos Aires
1460,"TOLEDO, Susana",Santa Cruz
1461,"TOLOMEO, Leonor Esther",San Juan
1462,"TOMA, Miguel Angel",Cdad.Aut.Bs.As.
1463,"TOMAS, Héctor Daniel",San Juan
1464,"TOMASSI, Néstor",Catamarca
1465,"TOMAZ, Adriana Elisa",Buenos Aires
1466,"TONELLI, Pablo Gabriel",Buenos Aires
1467,"TONELLI, Pablo Gabriel",Cdad.Aut.Bs.As.
1468,"TOPA, Raúl Roque",Tucumán
1469,"TORELLO, Pablo",Buenos Aires
1470,"TORFE, Mónica Liliana",Salta
1471,"TORINO, Héctor Omar",San Luis
1472,"TORRES DEL SEL, Miguel",Santa Fe
1473,"TORRES MOLINA, Ramon Horacio",Buenos Aires
1474,"TORRES, Francisco",Tucumán
1475,"TORROBA, Francisco Javier",La Pampa
1476,"TORRONTEGUI, María Angélica",San Luis
1477,"TOTO, Francisco Patricio",Santa Cruz
1478,"TOVARES, Ramon Alberto",San Juan
1479,"TREJO, Luis Alberto",Tierra del Fuego
1480,"TRETTEL MEYER, Raúl",Córdoba
1481,"TRIACA, Alberto Jorge",Cdad.Aut.Bs.As.
1482,"TROIANO, Gabriela Alejandra",Buenos Aires
1483,"TROYANO, Silvia Elena",Salta
1484,"TULIO, Rosa Ester",Buenos Aires
1485,"TUNDIS, Mirta",Buenos Aires
1486,"TUNESSI, Juan Pedro",Buenos Aires
1487,"UBALDINI, Saul Edolver",Buenos Aires
1488,"UÑAC, José Rubén",San Juan
1489,"URIONDO, Luis Enrique Ramón",Santiago del Estero
1490,"URLICH, Carlos",Chaco
1491,"URROZ, Paula",Buenos Aires
1492,"URTUBEY, Juan Manuel",Salta
1493,"USANDIZAGA, Horacio Daniel",Santa Fe
1494,"VACA NARVAJA, Patricia",Córdoba
1495,"VAGO, Ricardo Nicolás",Buenos Aires
1496,"VALCARCEL, Juan Manuel",Buenos Aires
1497,"VALDES, Gustavo Adolfo",Corrientes
1498,"VALDOVINOS, Arnaldo Pastor",Misiones
1499,"VALINOTTO, Jorge Anselmo",Córdoba
1500,"VANOSSI, Jorge",Cdad.Aut.Bs.As.
1501,"VAQUIE, Enrique Andrés",Mendoza
1502,"VARELA BARRIOS, Juan Carlos",Buenos Aires
1503,"VARELA CID, Eduardo",Cdad.Aut.Bs.As.
1504,"VARELA, Nestor Angel",Tucumán
1505,"VARESE, Luis Segundo",San Juan
1506,"VARGAS AIGNASSE, Gerónimo",Tucumán
1507,"VARISCO, Sergio Fausto",Entre Ríos
1508,"VARIZAT, Daniel Alberto",Santa Cruz
1509,"VAZQUEZ de TABERNISE, Silvia Beatriz",Buenos Aires
1510,"VAZQUEZ, Ricardo Hector",Buenos Aires
1511,"VAZQUEZ, Roberto",Cdad.Aut.Bs.As.
1512,"VAZQUEZ, Silvia Beatriz",Buenos Aires
1513,"VEAUTE, Mariana Alejandra",Catamarca
1514,"VEGA, Juan Carlos",Córdoba
1515,"VEGA, María Clara",La Rioja
1516,"VELARDE, Marta Sylvia",Santiago del Estero
1517,"VENESIA, Gualberto Edgardo",Santa Fe
1518,"VENICA, Pedro Antonio",Formosa
1519,"VENSENTINI, Marcelo Edmundo",Cdad.Aut.Bs.As.
1520,"VERA GONZALEZ, Orieta Cecilia",Catamarca
1521,"VERA, Pedro Ramón Ademar",Corrientes
1522,"VERAMENDI, Juan Carlos",Buenos Aires
1523,"VIALE, Lisandro Alfredo",Entre Ríos
1524,"VIAÑA, Mariano Roberto",Tierra del Fuego
1525,"VICCHI, Raúl Horacio",Mendoza
1526,"VIDELA, Nora Esther",San Luis
1527,"VIGLIONE, Atilio Oscar",Chubut
1528,"VILARIÑO, José Antonio",Salta
1529,"VILCHE, Carlos Alberto",Neuquén
1530,"VILLA, José Antonio",San Juan
1531,"VILLALBA, Alfredo Horacio",Buenos Aires
1532,"VILLALONGA, Juan Carlos",Cdad.Aut.Bs.As.
1533,"VILLAR MOLINA, María Inés",Neuquén
1534,"VILLATA, Graciela Susana",Córdoba
1535,"VILLAVERDE, Jorge Antonio",Buenos Aires
1536,"VILLAVICENCIO, Maria Teresita",Tucumán
1537,"VIQUEIRA, Horacio",Córdoba
1538,"VITALE, Domingo",Buenos Aires
1539,"VITAR, Jose Alberto",Tucumán
1540,"VIVO, Horacio",Cdad.Aut.Bs.As.
1541,"VOLANDO, Humberto Antonio",Córdoba
1542,"VOLNOVICH, Luana",Buenos Aires
1543,"WALSH, Patricia",Cdad.Aut.Bs.As.
1544,"WAYAR, Walter Raúl",Salta
1545,"WECHSLER, Marcelo",Cdad.Aut.Bs.As.
1546,"WEST, Mariano Federíco",Buenos Aires
1547,"WILDER, Ricardo",Tierra del Fuego
1548,"WISKY, Sergio Javier",Rio Negro
1549,"WOLFF, Waldo",Buenos Aires
1550,"YAGÛE, Linda Cristina",Neuquén
1551,"YARADE, Rodolfo Fernando",Salta
1552,"YAREGUI, Alberto",Buenos Aires
1553,"YAZBEK, Rubén David",Catamarca
1554,"YOMA, Jorge Raul",La Rioja
1555,"ZABALA, Gilberto Antonio",San Luis
1556,"ZABALZA, Juan Carlos",Santa Fe
1557,"ZACARIAS, Juan Domingo",Entre Ríos
1558,"ZAMARREÑO, María Eugenia",Buenos Aires
1559,"ZAMBIANCHI, Carlos",Formosa
1560,"ZAMORA, Federico",Buenos Aires
1561,"ZAMORA, Luis Fernando",Buenos Aires
1562,"ZAMORA, Luis Fernando",Cdad.Aut.Bs.As.
1563,"ZANCADA, Pablo",Santa Fe
1564,"ZAPATA MERCADER, Jorge",Mendoza
1565,"ZARACHO, Evelio Argentino",Buenos Aires
1566,"ZAVALIA, José Luis",Santiago del Estero
1567,"ZAVALLO, Gustavo",Entre Ríos
1568,"ZBAR, Agustín",Cdad.Aut.Bs.As.
1569,"ZICARELLI, Orlando",Buenos Aires
1570,"ZIEBART, Cristina Isabel",Chubut
1571,"ZIEGLER, Alex Roberto",Misiones
1572,"ZILIOTTO, Sergio Raul",La Pampa
1573,"ZIMMERMANN, Víctor",Chaco
1574,"ZOTTOS, Miguel Andrés Costas",Salta
1575,"ZUCCARDI de FLAMARIQUE, María",Mendoza
1576,"ZUCCARDI, Cristina",Mendoza
1577,"ZUÑIGA, Ovidio Octavio",Rio Negro
1578,"AICEGA, Juan",Buenos Aires
1579,"ALLENDE, Walberto Enrique",San Juan
1580,"ALUME SBODIO, Karim Augusto",San Luis
1581,"ANSALONI, Pablo Miguel",Buenos Aires
1582,"ARCE, Mario Horacio",Formosa
1583,"ARROYO, Daniel Fernando",Buenos Aires
1585,"AYALA, Aida Beatriz Máxima",Chaco
1586,"BAHILLO, Juanjo",Entre Ríos
1587,"BERISSO, Hernán",Buenos Aires
1588,"BRAMBILLA, Sofía",Corrientes
1589,"BUCCA, Eduardo",Buenos Aires
1590,"CAMPAGNOLI, Marcela",Buenos Aires
1591,"CAMPOS, Javier",Buenos Aires
1592,"CANTARD, Niky",Santa Fe
1593,"CARAMBIA, Antonio José",Santa Cruz
1594,"CARRO, Pablo",Córdoba
1595,"CASSINERIO, Paulo Leonardo",Córdoba
1596,"CERRUTI, Gabriela",Cdad.Aut.Bs.As.
1597,"CONTIGIANI, Luis Gustavo",Santa Fe
1598,"CORREA, Walter",Buenos Aires
1599,"CRESTO, Mayda",Entre Ríos
